question,course,document
What input format does DictVectorizer need for converting features?,machine-learning-zoomcamp,9ffcc895
How are features sorted when using OneHotEncoder?,machine-learning-zoomcamp,9ffcc895
What are the key differences between pandas get_dummies and sklearn OneHotEncoder?,machine-learning-zoomcamp,94a3b2fb
When should I use pandas get_dummies instead of sklearn OneHotEncoder?,machine-learning-zoomcamp,94a3b2fb
Are get_dummies and OneHotEncoder essentially the same for one-hot-encoding?,machine-learning-zoomcamp,94a3b2fb
What is the biggest advantage of using pandas get_dummies?,machine-learning-zoomcamp,94a3b2fb
Which method should I use for encoding categorical variables in a scikit-learn pipeline?,machine-learning-zoomcamp,94a3b2fb
Should we use 42 as the random_state for both splits in homework 3's test_train_split question?,machine-learning-zoomcamp,fb9a45d8
Is random_state equal to 42 needed for both train and test splits in week 3's homework?,machine-learning-zoomcamp,fb9a45d8
Do we need to set random_state to 42 for all splits in HW3?,machine-learning-zoomcamp,fb9a45d8
"In homework 3, should random_state be set to 42 for each test_train_split?",machine-learning-zoomcamp,fb9a45d8
"For week 3's homework, is the random_state always 42 for test and train splits?",machine-learning-zoomcamp,fb9a45d8
Should I calculate correlation before or after splitting the data?,machine-learning-zoomcamp,e31051f7
How can I identify the two most correlated features?,machine-learning-zoomcamp,e31051f7
What is the correct time to compute the correlation matrix?,machine-learning-zoomcamp,e31051f7
What does it mean to have the highest correlation coefficient in terms of absolute values?,machine-learning-zoomcamp,e31051f7
Why should the correlation matrix be computed using the train dataset?,machine-learning-zoomcamp,e31051f7
Are categorical features allowed in Ridge Regression models?,machine-learning-zoomcamp,493b7b59
How should I handle categorical features before training a Ridge Regression model?,machine-learning-zoomcamp,493b7b59
What method should be used to transform categorical features for Ridge Regression?,machine-learning-zoomcamp,493b7b59
Why does Ridge Regression require only numerical features?,machine-learning-zoomcamp,493b7b59
What should I do to prevent non-convergence errors when using one-hot encoding?,machine-learning-zoomcamp,493b7b59
"What features should be used for Homework 3, Question 6?",machine-learning-zoomcamp,4a55c510
"What is the target variable for Homework 3, Question 6?",machine-learning-zoomcamp,4a55c510
"Should we include the previously created average variable in Homework 3, Question 6?",machine-learning-zoomcamp,4a55c510
How do we avoid convergence errors when using DictVectorizer?,machine-learning-zoomcamp,4a55c510
"Is it necessary to use StandardScalar for numerical variables in Homework 3, Question 6?",machine-learning-zoomcamp,4a55c510
questions,machine-learning-zoomcamp,3ca0b489
What are the key differences between FeatureHasher and DictVectorizer?,machine-learning-zoomcamp,690d97f1
When should I use FeatureHasher over DictVectorizer for my data?,machine-learning-zoomcamp,690d97f1
Why might DictVectorizer take up more memory compared to FeatureHasher?,machine-learning-zoomcamp,690d97f1
Which method should be used if my categorical features have high cardinality?,machine-learning-zoomcamp,690d97f1
Where can I find more information about the comparison between FeatureHasher and DictVectorizer?,machine-learning-zoomcamp,690d97f1
Why is it not ideal to use DictVectorizer or get dummies before splitting the data into train/val/test?,machine-learning-zoomcamp,eb5a25cb
What is data leakage in the context of machine learning?,machine-learning-zoomcamp,eb5a25cb
Can you explain why it's recommended to split the data before applying transformations like DictVectorizer?,machine-learning-zoomcamp,eb5a25cb
What is the impact of test set data influencing the training process?,machine-learning-zoomcamp,eb5a25cb
Where can I read more about common pitfalls and recommended practices in machine learning?,machine-learning-zoomcamp,eb5a25cb
What should I do if my model's accuracy is 1.0 in HW3Q4?,machine-learning-zoomcamp,6d9e0a6f
How can I address overfitting in my classification model for HW3Q4?,machine-learning-zoomcamp,6d9e0a6f
Should I use the closest option if my accuracy is perfect for HW3Q4?,machine-learning-zoomcamp,6d9e0a6f
What column might cause overfitting in HW3Q4?,machine-learning-zoomcamp,6d9e0a6f
How can dropping a column help with overfitting in HW3Q4?,machine-learning-zoomcamp,6d9e0a6f
How can I calculate Root Mean Squared Error using Python packages?,machine-learning-zoomcamp,618ad97a
Which notebook is recommended by Radikal for learning about RMSE?,machine-learning-zoomcamp,618ad97a
Where can I find an example code for RMSE calculation?,machine-learning-zoomcamp,618ad97a
Who provided an additional code example for RMSE?,machine-learning-zoomcamp,618ad97a
Which Python packages are necessary for calculating RMSE?,machine-learning-zoomcamp,618ad97a
What should I do when I encounter the error 'DictVectorizer' object has no attribute 'get_feature_names'?,machine-learning-zoomcamp,683495d2
How do I resolve an AttributeError related to 'DictVectorizer' in section 3?,machine-learning-zoomcamp,683495d2
What is the alternative method to 'get_feature_names' for DictVectorizer?,machine-learning-zoomcamp,683495d2
Where can I find more details about the DictVectorizer 'get_feature_names_out' method?,machine-learning-zoomcamp,683495d2
Who provided the solution for the AttributeError in section 3?,machine-learning-zoomcamp,683495d2
What function can I use to compute RMSE without using math or numpy?,machine-learning-zoomcamp,dc1897b5
Which sklearn module contains the function to calculate RMSE?,machine-learning-zoomcamp,dc1897b5
What argument should be set to False to get RMSE from mean_squared_error?,machine-learning-zoomcamp,dc1897b5
How can I calculate RMSE using mean_squared_error from sklearn.metrics?,machine-learning-zoomcamp,dc1897b5
Where can I find more details on computing RMSE in Python?,machine-learning-zoomcamp,dc1897b5
What does the course cover under Machine Learning for Classification?,machine-learning-zoomcamp,826098f2
Where can I find information on categorical variable encoding?,machine-learning-zoomcamp,826098f2
Who is the author of the article on encoding techniques?,machine-learning-zoomcamp,826098f2
What section discusses encoding techniques in this course?,machine-learning-zoomcamp,826098f2
Is there an article linked for learning about different encoding techniques?,machine-learning-zoomcamp,826098f2
What might cause a TypeError when using accuracy_score in sklearn?,machine-learning-zoomcamp,821dfc08
How can I fix the error when using accuracy_score with y_val and y_pred?,machine-learning-zoomcamp,821dfc08
What is the correct way to import accuracy_score from sklearn?,machine-learning-zoomcamp,821dfc08
What's an example of a TypeError encountered with accuracy_score in Jupyter?,machine-learning-zoomcamp,821dfc08
How did OMAR Wael solve the TypeError issue with accuracy_score?,machine-learning-zoomcamp,821dfc08
Where can I access the homework for Week 4?,machine-learning-zoomcamp,27c8d5da
How can I find all the homework assignments?,machine-learning-zoomcamp,27c8d5da
Is there a resource for understanding the evaluation matrix?,machine-learning-zoomcamp,27c8d5da
Where is the GitHub repository for the theoretical content?,machine-learning-zoomcamp,27c8d5da
Can you provide the YouTube link for Week 4?,machine-learning-zoomcamp,27c8d5da
What link provides detailed information on using a variable to score?,machine-learning-zoomcamp,a52d4739
In which platforms can metrics be used according to Ella Sahnan?,machine-learning-zoomcamp,a52d4739
Where can I find a discussion about using metrics for scoring?,machine-learning-zoomcamp,a52d4739
Who provided the information about metrics usage in the course?,machine-learning-zoomcamp,a52d4739
Can metrics be applied to both series and dataframe?,machine-learning-zoomcamp,a52d4739
What is the purpose of using random_state in evaluation metrics for classification?,machine-learning-zoomcamp,dc55359c
When do we need to set the random_state parameter during homework assignments?,machine-learning-zoomcamp,dc55359c
Why don't we use random_state in every instance while evaluating models?,machine-learning-zoomcamp,dc55359c
How can setting random_state help in ensuring reproducibility in our results?,machine-learning-zoomcamp,dc55359c
Are there specific situations where both random_state and shuffle parameters need to be set?,machine-learning-zoomcamp,dc55359c
Where can I find all classification metrics?,machine-learning-zoomcamp,2ab49e43
"Which method provides precision, recall, f1 score, and accuracy at once?",machine-learning-zoomcamp,2ab49e43
How can I acquire multiple classification metrics simultaneously?,machine-learning-zoomcamp,2ab49e43
What tool in sklearn gives a complete set of classification metrics?,machine-learning-zoomcamp,2ab49e43
Is there a single source for classification metrics in sklearn?,machine-learning-zoomcamp,2ab49e43
Is it normal to obtain multiple thresholds with the same F1 score during evaluation for classification?,machine-learning-zoomcamp,b431e7eb
What should I do if I encounter multiple thresholds with identical F1 scores?,machine-learning-zoomcamp,b431e7eb
Which threshold should I pick when several have the same F1 score?,machine-learning-zoomcamp,b431e7eb
Can I use scikit-learn to verify the F1 score obtained with my code?,machine-learning-zoomcamp,b431e7eb
"Where can I find precision, recall, and F1-score using scikit-learn?",machine-learning-zoomcamp,b431e7eb
"What does it mean when I get a ValueError stating the solver needs samples of at least 2 classes, but the data contains only one class: 0?",machine-learning-zoomcamp,c5fdeba9
How can I fix the issue of having only 0's in the churn column?,machine-learning-zoomcamp,c5fdeba9
Why is my model not working when the churn column contains only 0's?,machine-learning-zoomcamp,c5fdeba9
